FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,ARR_DELAY,AIR_TIME,DISTANCE,CANCELLED
2025-09-02,DL,ORD,DFW,700,10.0,14.0,129.0,802.0,0
2025-02-24,B6,DEN,PHX,1600,22.0,15.0,106.0,602.0,0
2025-03-02,WN,LAX,LAS,700,7.0,14.0,63.0,236.0,0
2025-02-16,AS,DEN,LAX,1600,21.0,18.0,147.0,862.0,0
2025-09-14,F9,IAH,MIA,1000,10.0,10.0,160.0,964.0,0
2025-09-06,AA,BOS,DCA,2000,38.0,45.0,85.0,399.0,0
2025-09-26,F9,ORD,DFW,1600,39.0,45.0,138.0,802.0,0
2025-03-17,F9,SFO,SEA,900,10.0,16.0,120.0,679.0,0
2025-11-23,WN,SFO,SEA,1500,9.0,3.0,122.0,679.0,0
2025-06-30,B6,DEN,LAX,700,31.0,43.0,143.0,862.0,0
2025-04-06,DL,JFK,ORD,800,7.0,-6.0,135.0,740.0,0
2025-03-12,AS,LAX,JFK,800,11.0,-16.0,350.0,2475.0,0
2025-05-27,DL,DEN,PHX,1500,11.0,-8.0,106.0,602.0,0
2025-05-20,WN,LAX,SEA,600,-0.0,-6.0,155.0,954.0,0
2025-11-01,B6,IAH,MIA,1200,11.0,29.0,154.0,964.0,0
2025-10-07,DL,JFK,MIA,1400,8.0,7.0,171.0,1089.0,0
2025-08-25,AA,SFO,ORD,1800,45.0,46.0,273.0,1846.0,0
2025-01-11,AA,LAX,SFO,600,6.0,11.0,78.0,337.0,0
2025-06-20,UA,LAX,LAS,2100,38.0,22.0,63.0,236.0,0
2025-03-25,WN,IAH,MIA,1400,12.0,15.0,159.0,964.0,0
2025-07-30,B6,ORD,DFW,800,14.0,14.0,127.0,802.0,0
2025-12-03,F9,EWR,SFO,600,3.0,-3.0,362.0,2565.0,0
2025-11-23,F9,IAH,MIA,1500,34.0,34.0,160.0,964.0,0
2025-08-29,F9,LAX,SFO,1500,40.0,40.0,80.0,337.0,0
2025-03-17,UA,SFO,ORD,700,33.0,32.0,277.0,1846.0,0
2025-11-19,DL,BOS,DCA,900,3.0,-9.0,82.0,399.0,0
2025-08-19,UA,JFK,ORD,600,2.0,2.0,129.0,740.0,0
2025-01-09,F9,ORD,DFW,1900,68.0,76.0,139.0,802.0,1
2025-01-13,UA,ATL,MCO,800,11.0,7.0,86.0,404.0,0
2025-11-17,B6,DEN,PHX,1200,12.0,18.0,110.0,602.0,0
2025-02-10,AA,EWR,SFO,1500,37.0,42.0,367.0,2565.0,0
2025-10-13,AS,BOS,DCA,800,3.0,3.0,90.0,399.0,0
2025-01-09,B6,ATL,LGA,1600,43.0,45.0,134.0,762.0,0
2025-02-15,F9,ATL,MCO,1300,19.0,17.0,83.0,404.0,0
2025-01-04,DL,SFO,ORD,1600,19.0,21.0,268.0,1846.0,0
2025-06-11,AA,LAX,SEA,1700,25.0,25.0,157.0,954.0,0
2025-10-23,DL,DEN,PHX,800,2.0,-11.0,111.0,602.0,0
2025-05-22,AA,LAX,SFO,500,-3.0,-11.0,77.0,337.0,0
2025-04-29,AA,DEN,PHX,700,0.0,11.0,111.0,602.0,0
2025-11-12,F9,JFK,ORD,1400,19.0,6.0,137.0,740.0,0
2025-07-24,AS,SEA,ANC,1300,7.0,0.0,211.0,1448.0,0
2025-08-30,DL,IAH,MIA,1800,26.0,13.0,158.0,964.0,0
2025-09-25,WN,ORD,DFW,700,6.0,22.0,138.0,802.0,0
2025-09-27,AS,ATL,MCO,600,2.0,14.0,84.0,404.0,0
2025-02-28,B6,JFK,ORD,1400,30.0,35.0,130.0,740.0,0
2025-11-30,B6,SFO,ORD,1500,21.0,13.0,272.0,1846.0,0
2025-08-21,UA,LAX,JFK,1700,30.0,31.0,349.0,2475.0,0
2025-04-25,F9,LAX,SFO,900,9.0,11.0,80.0,337.0,0
2025-08-23,F9,DEN,LAX,500,11.0,6.0,138.0,862.0,0
2025-01-25,UA,EWR,SFO,1900,88.0,90.0,365.0,2565.0,0
2025-11-03,AS,LAX,SFO,1000,5.0,3.0,78.0,337.0,0
2025-06-08,AS,SFO,SEA,1300,21.0,28.0,116.0,679.0,0
2025-01-22,F9,ATL,MCO,700,10.0,19.0,85.0,404.0,0
2025-12-09,DL,DEN,PHX,800,13.0,10.0,109.0,602.0,0
2025-06-09,UA,DEN,LAX,2200,41.0,35.0,139.0,862.0,0
2025-09-04,F9,DEN,PHX,700,5.0,-6.0,106.0,602.0,0
2025-10-01,DL,LAX,JFK,1800,13.0,12.0,354.0,2475.0,0
2025-01-14,WN,LAX,ORD,1600,28.0,30.0,258.0,1744.0,0
2025-05-20,AA,JFK,ORD,1700,22.0,28.0,132.0,740.0,0
2025-12-26,AS,LAX,JFK,700,1.0,-6.0,352.0,2475.0,0
2025-07-20,WN,SFO,ORD,1400,20.0,12.0,280.0,1846.0,0
2025-07-17,B6,SFO,ORD,500,16.0,3.0,278.0,1846.0,0
2025-12-20,DL,IAH,MIA,1500,29.0,29.0,158.0,964.0,0
2025-05-25,WN,SFO,SEA,800,-0.0,7.0,126.0,679.0,0
2025-06-15,WN,IAH,MIA,500,-1.0,-20.0,164.0,964.0,0
2025-06-30,WN,DEN,PHX,2200,24.0,14.0,109.0,602.0,0
2025-11-17,DL,DEN,PHX,600,12.0,15.0,106.0,602.0,0
2025-07-16,WN,SEA,ANC,900,46.0,50.0,215.0,1448.0,0
2025-08-21,F9,BOS,DCA,1000,12.0,2.0,83.0,399.0,0
2025-12-02,AS,LAX,ORD,1200,12.0,15.0,260.0,1744.0,0
2025-03-13,DL,JFK,MIA,1000,9.0,18.0,175.0,1089.0,0
2025-05-13,B6,ORD,DFW,1700,35.0,40.0,137.0,802.0,0
2025-08-12,F9,IAH,MIA,800,15.0,13.0,153.0,964.0,0
2025-08-30,B6,LAX,SFO,700,12.0,7.0,82.0,337.0,0
2025-03-14,DL,JFK,ORD,1300,13.0,-1.0,137.0,740.0,0
2025-02-11,DL,LAX,LAS,1200,21.0,13.0,67.0,236.0,0
2025-06-10,UA,LAX,LAS,900,25.0,21.0,63.0,236.0,0
2025-06-04,AA,DEN,LAX,800,3.0,10.0,143.0,862.0,0
2025-04-27,F9,LAX,LAS,1600,27.0,16.0,60.0,236.0,0
2025-12-06,WN,SEA,ANC,2000,26.0,36.0,215.0,1448.0,0
2025-03-15,F9,IAH,MIA,600,5.0,4.0,162.0,964.0,0
2025-10-06,DL,DEN,LAX,800,0.0,12.0,147.0,862.0,0
2025-11-28,B6,LAX,LAS,1900,29.0,31.0,68.0,236.0,0
2025-12-06,B6,LAX,SEA,800,4.0,6.0,158.0,954.0,0
2025-11-15,F9,JFK,MIA,1000,13.0,11.0,171.0,1089.0,0
2025-02-16,WN,ORD,DFW,1400,22.0,19.0,139.0,802.0,0
2025-09-27,AS,SEA,ANC,500,-4.0,5.0,215.0,1448.0,0
2025-06-20,DL,JFK,MIA,500,6.0,1.0,172.0,1089.0,0
2025-12-31,F9,LAX,LAS,800,23.0,6.0,65.0,236.0,0
2025-07-11,AS,IAH,MIA,1800,20.0,14.0,157.0,964.0,0
2025-03-05,AS,EWR,SFO,600,-0.0,10.0,369.0,2565.0,0
2025-02-04,AA,ATL,LGA,1600,22.0,26.0,136.0,762.0,0
2025-09-09,DL,DEN,PHX,1100,11.0,11.0,107.0,602.0,0
2025-07-10,B6,EWR,SFO,700,8.0,10.0,368.0,2565.0,0
2025-05-02,B6,JFK,ORD,800,2.0,-7.0,128.0,740.0,0
2025-05-19,UA,LAX,SEA,1000,19.0,13.0,154.0,954.0,0
2025-10-11,B6,ATL,MCO,1400,20.0,1.0,86.0,404.0,0
2025-01-04,DL,JFK,ORD,1700,25.0,17.0,130.0,740.0,0
2025-03-06,AS,SEA,ANC,1300,5.0,-17.0,216.0,1448.0,0
2025-02-09,DL,DEN,LAX,900,4.0,18.0,145.0,862.0,0
2025-07-13,B6,JFK,ORD,900,21.0,32.0,135.0,740.0,0
2025-06-28,WN,SFO,ORD,1700,32.0,26.0,270.0,1846.0,0
2025-10-12,AA,JFK,MIA,500,17.0,17.0,174.0,1089.0,0
2025-02-09,B6,ATL,LGA,800,24.0,28.0,135.0,762.0,0
2025-06-27,B6,ATL,LGA,1400,30.0,22.0,133.0,762.0,0
2025-05-26,AS,ORD,DFW,1500,24.0,20.0,136.0,802.0,0
2025-10-07,B6,ORD,DFW,1600,24.0,32.0,143.0,802.0,0
2025-12-27,DL,IAH,MIA,700,23.0,20.0,155.0,964.0,0
2025-03-14,B6,LAX,ORD,2200,52.0,41.0,264.0,1744.0,0
2025-06-10,AS,LAX,LAS,1900,31.0,41.0,71.0,236.0,0
2025-07-09,UA,SEA,ANC,1500,18.0,10.0,217.0,1448.0,0
2025-07-26,WN,EWR,SFO,900,10.0,10.0,364.0,2565.0,0
2025-03-21,AS,ATL,MCO,1700,34.0,34.0,88.0,404.0,1
2025-06-02,B6,JFK,MIA,1300,32.0,36.0,171.0,1089.0,0
2025-09-23,WN,SFO,ORD,1700,32.0,22.0,280.0,1846.0,0
2025-02-09,UA,JFK,ORD,1000,18.0,8.0,130.0,740.0,0
2025-09-27,UA,LAX,SFO,1300,29.0,42.0,83.0,337.0,0
2025-10-23,B6,ORD,DFW,600,11.0,10.0,133.0,802.0,0
2025-12-18,F9,LAX,ORD,1300,37.0,48.0,263.0,1744.0,0
2025-09-25,AS,LAX,ORD,500,1.0,4.0,251.0,1744.0,0
2025-04-03,B6,ATL,MCO,800,33.0,31.0,87.0,404.0,0
2025-06-12,AS,IAH,MIA,1800,23.0,27.0,154.0,964.0,0
2025-10-20,WN,LAX,LAS,1800,29.0,27.0,59.0,236.0,0
2025-03-11,AA,EWR,SFO,1100,29.0,40.0,363.0,2565.0,0
2025-09-28,WN,ORD,DFW,1100,12.0,1.0,138.0,802.0,0
2025-09-24,DL,IAH,MIA,700,-3.0,6.0,158.0,964.0,0
2025-01-28,AS,SFO,ORD,1800,30.0,21.0,278.0,1846.0,0
2025-05-01,UA,IAH,MIA,800,4.0,13.0,159.0,964.0,0
2025-04-26,F9,ATL,LGA,600,5.0,1.0,137.0,762.0,0
2025-06-27,B6,DEN,PHX,1500,14.0,9.0,109.0,602.0,0
2025-09-29,WN,ATL,MCO,1900,20.0,24.0,85.0,404.0,0
2025-04-04,AS,JFK,ORD,1900,21.0,20.0,135.0,740.0,0
2025-01-21,DL,ORD,DFW,2000,22.0,9.0,146.0,802.0,0
2025-06-03,AS,BOS,DCA,700,12.0,19.0,82.0,399.0,0
2025-12-09,B6,SEA,ANC,2000,21.0,28.0,218.0,1448.0,0
2025-11-29,WN,LAX,SFO,600,5.0,5.0,78.0,337.0,0
2025-06-04,F9,DEN,PHX,1700,33.0,33.0,112.0,602.0,0
2025-04-20,DL,BOS,DCA,1500,16.0,14.0,94.0,399.0,0
2025-05-16,F9,DEN,LAX,1000,5.0,5.0,144.0,862.0,0
2025-05-22,AA,JFK,ORD,1700,23.0,26.0,129.0,740.0,0
2025-04-10,DL,SFO,ORD,900,8.0,-2.0,264.0,1846.0,0
2025-07-05,AS,DEN,PHX,500,-0.0,7.0,116.0,602.0,0
2025-07-16,AS,ATL,LGA,900,21.0,30.0,133.0,762.0,0
2025-04-14,DL,SFO,ORD,1800,20.0,26.0,263.0,1846.0,0
2025-09-15,AA,JFK,MIA,900,18.0,29.0,180.0,1089.0,0
2025-12-20,F9,SFO,ORD,900,34.0,27.0,277.0,1846.0,0
2025-09-29,UA,LAX,SFO,1100,8.0,-5.0,74.0,337.0,0
2025-02-08,DL,LAX,SFO,1200,13.0,-1.0,81.0,337.0,0
2025-06-08,B6,LAX,JFK,600,16.0,-4.0,352.0,2475.0,0
2025-02-14,AS,JFK,MIA,1800,23.0,-1.0,179.0,1089.0,0
2025-05-06,WN,ORD,DFW,700,9.0,6.0,134.0,802.0,0
2025-08-18,AA,JFK,MIA,900,11.0,22.0,178.0,1089.0,0
2025-12-09,F9,IAH,MIA,1100,15.0,11.0,158.0,964.0,0
2025-08-11,F9,LAX,ORD,700,13.0,-4.0,251.0,1744.0,0
2025-03-25,DL,JFK,MIA,1700,18.0,22.0,174.0,1089.0,0
2025-04-14,B6,LAX,ORD,1300,31.0,34.0,257.0,1744.0,0
2025-07-07,WN,SFO,SEA,1500,26.0,21.0,118.0,679.0,0
2025-01-28,AA,ATL,MCO,1000,12.0,17.0,86.0,404.0,0
2025-03-21,AA,SFO,SEA,1800,21.0,26.0,117.0,679.0,0
2025-02-18,WN,SFO,SEA,1200,12.0,18.0,121.0,679.0,0
2025-12-30,AS,DEN,PHX,2100,13.0,13.0,117.0,602.0,0
2025-03-23,F9,SEA,ANC,1900,30.0,19.0,217.0,1448.0,0
2025-07-02,DL,LAX,LAS,1300,16.0,-2.0,68.0,236.0,0
2025-05-26,AS,LAX,SEA,1800,12.0,-3.0,155.0,954.0,0
2025-09-23,DL,LAX,ORD,600,-3.0,3.0,259.0,1744.0,0
2025-07-24,DL,ATL,MCO,1800,17.0,20.0,83.0,404.0,0
2025-04-08,AA,IAH,MIA,600,-1.0,0.0,156.0,964.0,0
2025-08-15,B6,LAX,SEA,900,22.0,30.0,154.0,954.0,0
2025-10-29,AA,LAX,SFO,1000,11.0,23.0,79.0,337.0,0
2025-09-11,AA,ORD,DFW,600,3.0,-1.0,143.0,802.0,0
2025-04-03,F9,IAH,MIA,1100,9.0,16.0,153.0,964.0,0
2025-01-18,UA,ORD,DFW,1200,16.0,10.0,139.0,802.0,0
2025-09-18,B6,EWR,SFO,1700,26.0,11.0,361.0,2565.0,0
2025-07-19,B6,ATL,LGA,800,39.0,33.0,139.0,762.0,0
2025-01-26,AS,LAX,SFO,700,18.0,30.0,75.0,337.0,0
2025-01-17,F9,JFK,MIA,1700,34.0,44.0,171.0,1089.0,0
2025-02-20,F9,DEN,LAX,600,8.0,14.0,144.0,862.0,0
2025-08-26,DL,ORD,DFW,1500,22.0,12.0,141.0,802.0,0
2025-04-03,UA,LAX,LAS,1100,15.0,20.0,69.0,236.0,0
2025-04-27,AA,LAX,LAS,1400,16.0,26.0,61.0,236.0,0
2025-12-30,AS,ATL,LGA,1800,20.0,21.0,128.0,762.0,0
2025-08-10,UA,JFK,ORD,1700,27.0,38.0,133.0,740.0,0
2025-01-30,AS,ATL,MCO,800,10.0,13.0,82.0,404.0,0
2025-06-24,F9,SFO,ORD,1700,34.0,41.0,271.0,1846.0,0
2025-05-04,DL,SFO,ORD,800,2.0,5.0,269.0,1846.0,0
2025-10-25,F9,ATL,LGA,500,6.0,6.0,133.0,762.0,0
2025-07-24,WN,LAX,SFO,900,10.0,20.0,77.0,337.0,0
2025-02-05,F9,JFK,MIA,600,10.0,14.0,174.0,1089.0,0
2025-04-26,AS,SFO,ORD,2000,22.0,20.0,279.0,1846.0,0
2025-07-14,DL,SEA,ANC,600,14.0,26.0,215.0,1448.0,0
2025-04-27,F9,DEN,LAX,500,26.0,29.0,144.0,862.0,0
2025-04-24,DL,JFK,MIA,1600,17.0,22.0,175.0,1089.0,0
2025-12-28,UA,LAX,ORD,1600,27.0,17.0,257.0,1744.0,0
2025-01-05,WN,LAX,ORD,1800,29.0,32.0,262.0,1744.0,0
2025-04-26,F9,LAX,LAS,1800,28.0,24.0,65.0,236.0,0
2025-07-16,UA,LAX,ORD,1600,37.0,28.0,258.0,1744.0,0
2025-10-09,WN,DEN,LAX,900,10.0,12.0,143.0,862.0,0
2025-10-13,DL,LAX,SFO,1500,16.0,24.0,80.0,337.0,0
2025-03-24,AA,LAX,SFO,1600,20.0,20.0,80.0,337.0,0
2025-08-13,UA,ORD,DFW,1300,13.0,34.0,143.0,802.0,0
2025-09-14,AA,LAX,ORD,1000,25.0,9.0,262.0,1744.0,0
2025-01-18,AS,SEA,ANC,600,10.0,-10.0,218.0,1448.0,0
2025-07-24,B6,DEN,LAX,600,13.0,6.0,150.0,862.0,1
2025-08-25,AS,DEN,LAX,2100,22.0,15.0,145.0,862.0,0
2025-03-04,DL,JFK,ORD,1400,17.0,34.0,130.0,740.0,0
2025-09-19,B6,JFK,MIA,1100,21.0,26.0,175.0,1089.0,0
2025-05-29,AS,JFK,MIA,1000,13.0,4.0,171.0,1089.0,0
2025-01-27,DL,LAX,LAS,800,6.0,5.0,69.0,236.0,0
2025-06-09,F9,ATL,MCO,1100,17.0,9.0,81.0,404.0,0
2025-05-21,B6,BOS,DCA,1800,27.0,28.0,82.0,399.0,0
2025-09-28,AS,LAX,ORD,1600,17.0,33.0,257.0,1744.0,0
2025-04-19,WN,LAX,JFK,600,-3.0,-5.0,350.0,2475.0,0
2025-10-06,B6,ATL,MCO,1600,35.0,51.0,88.0,404.0,0
2025-10-01,AA,JFK,MIA,1400,12.0,12.0,168.0,1089.0,0
2025-08-17,B6,SEA,ANC,1300,21.0,28.0,217.0,1448.0,0
2025-05-15,AS,BOS,DCA,1000,3.0,-2.0,92.0,399.0,0
2025-02-12,AS,IAH,MIA,2200,21.0,21.0,160.0,964.0,0
2025-03-17,B6,JFK,MIA,900,43.0,39.0,172.0,1089.0,0
2025-04-20,UA,EWR,SFO,2000,45.0,44.0,369.0,2565.0,0
2025-07-13,DL,LAX,SEA,600,2.0,-0.0,150.0,954.0,0
2025-12-07,WN,SFO,ORD,700,5.0,4.0,267.0,1846.0,0
2025-10-05,B6,LAX,ORD,1300,56.0,82.0,258.0,1744.0,0
2025-11-17,UA,EWR,SFO,700,7.0,15.0,371.0,2565.0,0
2025-05-24,WN,ATL,MCO,1900,22.0,14.0,86.0,404.0,0
2025-01-21,F9,SFO,ORD,1400,30.0,21.0,280.0,1846.0,0
2025-11-24,AS,LAX,SEA,1500,9.0,13.0,156.0,954.0,0
2025-12-09,DL,SEA,ANC,1500,12.0,9.0,216.0,1448.0,0
2025-08-26,F9,ATL,LGA,1400,57.0,60.0,134.0,762.0,0
2025-06-26,F9,BOS,DCA,1400,32.0,28.0,90.0,399.0,0
2025-02-12,AS,JFK,MIA,2000,25.0,21.0,169.0,1089.0,0
2025-10-13,AS,LAX,SEA,1400,9.0,-3.0,155.0,954.0,0
2025-12-23,AS,SFO,ORD,1300,11.0,-5.0,280.0,1846.0,0
2025-06-27,AS,ATL,LGA,700,5.0,-16.0,129.0,762.0,0
2025-09-22,AA,LAX,ORD,1300,23.0,37.0,258.0,1744.0,0
2025-02-04,AS,LAX,JFK,1400,12.0,3.0,349.0,2475.0,0
2025-03-28,WN,SEA,ANC,1000,3.0,1.0,218.0,1448.0,0
2025-08-16,B6,ORD,DFW,1400,27.0,31.0,137.0,802.0,0
2025-04-24,B6,JFK,MIA,1700,23.0,14.0,168.0,1089.0,0
2025-02-07,AS,ORD,DFW,1700,15.0,11.0,133.0,802.0,0
2025-06-22,F9,DEN,LAX,1900,33.0,30.0,140.0,862.0,0
2025-09-21,WN,LAX,SFO,1500,14.0,11.0,82.0,337.0,0
2025-01-08,B6,JFK,MIA,600,7.0,7.0,175.0,1089.0,0
2025-05-12,AA,LAX,ORD,1400,17.0,8.0,254.0,1744.0,0
2025-11-23,B6,LAX,JFK,700,4.0,7.0,347.0,2475.0,0
2025-01-18,UA,LAX,SFO,1200,37.0,34.0,81.0,337.0,0
2025-01-30,AS,JFK,MIA,1900,20.0,7.0,172.0,1089.0,0
2025-12-03,DL,ORD,DFW,600,-1.0,5.0,140.0,802.0,0
2025-03-04,B6,ORD,DFW,1700,37.0,35.0,142.0,802.0,0
2025-07-19,AA,SEA,ANC,1000,9.0,4.0,216.0,1448.0,0
2025-07-15,UA,JFK,ORD,1700,29.0,18.0,132.0,740.0,0
2025-08-08,AA,ATL,MCO,700,7.0,11.0,82.0,404.0,0
2025-10-18,AA,SEA,ANC,600,7.0,16.0,217.0,1448.0,0
2025-08-25,DL,ATL,LGA,1700,17.0,24.0,128.0,762.0,0
2025-12-09,WN,EWR,SFO,1500,23.0,7.0,370.0,2565.0,0
2025-08-22,DL,LAX,LAS,2000,19.0,25.0,63.0,236.0,0
2025-02-12,WN,SEA,ANC,1000,22.0,16.0,215.0,1448.0,0
2025-08-07,AA,DEN,PHX,1200,24.0,27.0,109.0,602.0,0
2025-01-06,AS,ATL,MCO,1500,11.0,20.0,83.0,404.0,0
2025-05-20,UA,LAX,SFO,700,8.0,11.0,78.0,337.0,0
2025-09-13,F9,ORD,DFW,500,24.0,19.0,137.0,802.0,0
2025-12-17,DL,BOS,DCA,1800,24.0,19.0,89.0,399.0,0
2025-04-09,B6,ATL,LGA,1200,23.0,11.0,129.0,762.0,0
2025-02-05,AA,LAX,SFO,2100,43.0,43.0,71.0,337.0,0
2025-02-18,B6,SFO,SEA,600,18.0,27.0,122.0,679.0,0
2025-05-28,AS,ATL,MCO,800,-2.0,-8.0,87.0,404.0,0
2025-01-02,B6,SEA,ANC,600,13.0,0.0,214.0,1448.0,0
2025-04-27,WN,JFK,ORD,2000,32.0,19.0,133.0,740.0,0
2025-12-18,B6,BOS,DCA,1800,39.0,53.0,85.0,399.0,0
2025-05-12,AS,SEA,ANC,2100,11.0,15.0,213.0,1448.0,0
2025-09-25,AS,LAX,ORD,2000,23.0,12.0,264.0,1744.0,0
2025-02-25,AS,LAX,LAS,800,2.0,-10.0,72.0,236.0,0
2025-05-06,UA,EWR,SFO,1900,55.0,50.0,364.0,2565.0,0
2025-06-22,B6,ATL,MCO,1700,25.0,39.0,94.0,404.0,0
2025-08-07,B6,BOS,DCA,900,13.0,19.0,85.0,399.0,0
2025-07-17,B6,EWR,SFO,1200,21.0,32.0,364.0,2565.0,0
2025-11-21,UA,JFK,MIA,1300,17.0,20.0,172.0,1089.0,0
2025-12-19,AA,LAX,SFO,900,12.0,9.0,75.0,337.0,0
2025-11-29,B6,EWR,SFO,900,6.0,-5.0,364.0,2565.0,0
2025-10-01,UA,ATL,MCO,1700,14.0,29.0,85.0,404.0,0
2025-07-15,DL,LAX,SEA,1000,4.0,3.0,155.0,954.0,0
2025-09-06,AA,ORD,DFW,1000,15.0,1.0,140.0,802.0,1
2025-12-09,WN,LAX,SFO,2000,30.0,30.0,88.0,337.0,0
2025-08-30,F9,SFO,SEA,1800,41.0,41.0,125.0,679.0,0
2025-10-04,AA,SFO,ORD,700,-2.0,9.0,280.0,1846.0,0
2025-08-20,UA,JFK,ORD,700,13.0,9.0,129.0,740.0,0
2025-07-19,AS,ATL,MCO,900,12.0,4.0,85.0,404.0,0
2025-06-01,F9,BOS,DCA,1600,33.0,35.0,85.0,399.0,0
2025-05-20,B6,SFO,ORD,1000,22.0,22.0,270.0,1846.0,0
2025-05-21,AS,DEN,LAX,1200,8.0,-8.0,148.0,862.0,0
2025-12-08,DL,EWR,SFO,500,8.0,2.0,358.0,2565.0,0
2025-02-24,AS,DEN,LAX,1100,14.0,-9.0,149.0,862.0,0
2025-03-13,DL,LAX,ORD,900,15.0,29.0,253.0,1744.0,0
2025-06-03,B6,DEN,PHX,1000,28.0,35.0,113.0,602.0,0
2025-07-18,F9,SFO,SEA,600,23.0,42.0,118.0,679.0,0
2025-02-17,AS,JFK,ORD,1200,22.0,25.0,135.0,740.0,0
2025-02-18,UA,ATL,LGA,1500,19.0,17.0,141.0,762.0,0
2025-04-30,AA,SFO,SEA,1100,30.0,32.0,113.0,679.0,0
2025-02-18,B6,LAX,SFO,600,3.0,-0.0,80.0,337.0,0
2025-10-20,B6,BOS,DCA,1100,24.0,35.0,99.0,399.0,0
2025-01-22,B6,DEN,LAX,900,10.0,21.0,147.0,862.0,0
2025-11-02,DL,LAX,SEA,1100,10.0,0.0,156.0,954.0,0
2025-04-24,B6,SFO,ORD,1700,30.0,26.0,276.0,1846.0,0
2025-08-23,F9,LAX,ORD,2100,45.0,16.0,247.0,1744.0,0
2025-10-19,DL,IAH,MIA,1500,12.0,11.0,162.0,964.0,0
2025-05-13,WN,EWR,SFO,1100,8.0,16.0,369.0,2565.0,0
2025-03-09,B6,DEN,PHX,1200,10.0,7.0,108.0,602.0,0
2025-10-07,WN,JFK,MIA,1800,22.0,26.0,173.0,1089.0,0
2025-10-31,F9,LAX,SFO,1800,30.0,26.0,79.0,337.0,0
2025-07-07,AS,LAX,ORD,1800,31.0,22.0,263.0,1744.0,0
2025-12-29,AA,LAX,JFK,2000,39.0,36.0,349.0,2475.0,0
2025-09-29,AS,SEA,ANC,1900,11.0,-3.0,217.0,1448.0,0
2025-07-11,AS,LAX,JFK,1000,4.0,15.0,351.0,2475.0,0
2025-10-14,B6,DEN,PHX,1400,19.0,16.0,108.0,602.0,0
2025-10-15,UA,IAH,MIA,1200,12.0,7.0,160.0,964.0,0
2025-09-10,F9,SFO,SEA,1300,20.0,31.0,129.0,679.0,0
2025-09-01,F9,DEN,PHX,1300,15.0,4.0,104.0,602.0,0
2025-11-03,UA,BOS,DCA,1800,36.0,29.0,88.0,399.0,0
2025-06-17,UA,JFK,MIA,1800,32.0,34.0,177.0,1089.0,0
2025-07-14,AA,JFK,ORD,1100,20.0,10.0,130.0,740.0,0
2025-04-14,AA,LAX,LAS,1200,19.0,6.0,67.0,236.0,0
2025-05-08,UA,JFK,MIA,1300,18.0,22.0,178.0,1089.0,0
2025-09-03,UA,BOS,DCA,1600,23.0,35.0,86.0,399.0,0
2025-10-29,AS,ATL,LGA,1300,19.0,22.0,137.0,762.0,0
2025-03-26,F9,LAX,LAS,1700,28.0,27.0,66.0,236.0,0
2025-12-27,DL,ORD,DFW,1000,4.0,6.0,134.0,802.0,0
2025-05-15,WN,DEN,PHX,1500,9.0,20.0,107.0,602.0,0
2025-09-07,UA,LAX,JFK,2000,20.0,-1.0,347.0,2475.0,0
2025-02-26,UA,DEN,LAX,1000,13.0,24.0,138.0,862.0,0
2025-10-07,AS,LAX,LAS,700,-0.0,-12.0,69.0,236.0,0
2025-07-30,DL,SFO,SEA,1700,17.0,4.0,125.0,679.0,0
2025-08-14,DL,JFK,MIA,1700,24.0,22.0,178.0,1089.0,0
2025-03-02,F9,ORD,DFW,1300,46.0,47.0,140.0,802.0,0
2025-07-25,WN,EWR,SFO,800,7.0,-1.0,363.0,2565.0,0
2025-10-20,DL,LAX,ORD,1000,8.0,10.0,261.0,1744.0,0
2025-04-08,F9,LAX,ORD,1800,34.0,31.0,261.0,1744.0,0
2025-06-23,AS,SFO,ORD,1700,36.0,35.0,277.0,1846.0,0
2025-07-20,B6,BOS,DCA,900,10.0,24.0,83.0,399.0,0
2025-09-18,AS,IAH,MIA,800,6.0,5.0,161.0,964.0,0
2025-09-11,WN,JFK,ORD,800,5.0,10.0,132.0,740.0,0
2025-06-15,B6,DEN,PHX,1000,18.0,29.0,104.0,602.0,0
2025-06-19,AA,EWR,SFO,800,14.0,11.0,368.0,2565.0,0
2025-10-10,AS,BOS,DCA,1200,8.0,16.0,90.0,399.0,0
2025-01-06,F9,DEN,PHX,700,-0.0,-16.0,105.0,602.0,0
2025-11-20,B6,ORD,DFW,1200,25.0,30.0,143.0,802.0,0
2025-05-19,WN,IAH,MIA,1400,24.0,23.0,159.0,964.0,0
2025-06-20,DL,LAX,ORD,500,2.0,15.0,270.0,1744.0,0
2025-02-21,DL,SFO,ORD,1100,13.0,4.0,276.0,1846.0,0
2025-05-15,WN,DEN,PHX,1800,15.0,18.0,110.0,602.0,0
2025-06-22,AS,LAX,SFO,900,6.0,-5.0,82.0,337.0,0
2025-09-20,DL,ORD,DFW,1900,18.0,23.0,135.0,802.0,0
2025-11-03,AA,BOS,DCA,600,1.0,-8.0,89.0,399.0,0
2025-12-19,AA,LAX,LAS,1600,22.0,12.0,60.0,236.0,0
2025-12-01,WN,SEA,ANC,1200,8.0,12.0,216.0,1448.0,0
2025-03-06,WN,JFK,MIA,1700,25.0,40.0,172.0,1089.0,0
2025-06-21,UA,BOS,DCA,1300,22.0,25.0,84.0,399.0,0
